id	tokens	annotations
228	"['Wer', 'die', 'Krankenpflege', 'als', '„', 'Krankenschwester', '""', 'oder', '„', 'Krankenpfleger', '""', 'oder', 'die', 'Kinderkrankenpflege', 'als', '„', 'Kinderkrankenschwester', '""', 'berufsmäßig', 'ausüben', 'will', ',', 'bedarf', 'der', 'Erlaubnis', '.']"	['O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
667	['Davon', 'sind', '4,6', 'Millionen', 'Landwirte', 'über', '55', 'Jahre', 'alt', 'und', 'davon', 'wieder', 'gut', '3', 'Millionen', 'Landwirte', 'mit', 'unter', '5', 'ha', '.']	['O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O']
559	['Ich', 'möchte', 'gerne', 'diese', 'Gelegenheit', 'benützen', ',', 'auch', 'im', 'Namen', 'der', 'Landwirte', 'der', 'Bundesregierung', 'für', 'die', 'Bereitstellung', 'ständig', 'steigender', 'Finanzmittel', 'zur', 'Bewältigung', 'der', 'Sozialkostenentlastung', 'der', 'Bauern', 'herzlich', 'zu', 'danken', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O']
154	['Lassen', 'Sie', 'uns', 'zusammenarbeiten', ',', 'damit', 'der', 'Satz', 'der', 'jungen', 'Landwirtin', 'stimmt', ':']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O']
563	['Ein', 'neuer', 'Verkäufer', 'der', 'schlechten', 'Ware', 'wird', 'gesucht', ',', 'ein', 'pfiffiger', 'und', 'charmanter', 'Kerl', 'mit', 'guten', 'Pressekontakten', '.']	['O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
112	['Auch', 'hier', 'ein', 'herzliches', 'Dankeschön', 'an', 'die', 'Pflegerinnen', 'und', 'Pfleger', 'in', 'Deutschland', '.', ' ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'B-PROF', 'O', 'O', 'O', 'O']
307	['Meine', 'Damen', 'und', 'Herren', ',', 'ich', 'denke', 'natürlich', 'auch', 'an', 'alle', 'diejenigen', 'Fälle', ',', 'in', 'denen', 'einem', 'Verbraucher', '-', 'wo', 'auch', 'immer', '-', 'Waren', 'aufgeschwätzt', 'werden', 'zum', 'Nutzen', 'des', 'Verkäufers', ',', 'aber', 'nicht', 'des', 'Käufers', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O']
734	['So', 'werden', 'die', 'Bäuerinnen', 'und', 'Bauern', 'von', 'dieser', 'Bundesregierung', 'verschaukelt', '.']	['O', 'O', 'O', 'B-PROF', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O']
138	['Die', 'Partei', ',', 'die', 'angeblich', 'für', 'die', 'Menschen', 'mit', 'dem', 'kleinen', 'Portemonnaie', 'kämpft', ',', 'die', 'vielzitierte', 'Krankenschwester', ',', 'den', 'oft', 'erwähnten', 'Dachdecker', ',', 'diese', 'SPD', ',', 'die', 'in', 'Gestalt', 'der', 'Verbraucherschutzministerin', 'kommt', 'und', 'die', 'Frage', ',', 'wie', 'den', 'Kinos', 'und', 'Clubs', ',', 'den', 'Theatern', 'und', 'Sportvereinen', 'in', 'ihrer', 'Not', 'zu', 'helfen', 'ist', ',', 'so', 'beantwortet', ':', '„', 'Wir', 'schneiden', 'genau', 'diesem', ',', 'kleinen', 'Mannʼ', 'die', 'Verbraucherechte', 'ab', '.', '“', '\xa0', '–', 'wie', ',', 'meine', 'Damen', 'und', 'Herren', ',', 'passt', 'das', 'zusammen', '?']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
120	['Die', 'werden', 'ganz', 'normal', 'in', 'die', 'Praxis', 'reingehen', ',', 'sich', 'ins', 'Wartezimmer', 'setzen', 'und', 'erst', ',', 'wenn', 'sie', 'bis', 'zum', 'Arzt', ',', 'bis', 'zur', 'Ärztin', 'vorgedrungen', 'sind', ',', 'sagen', ':', 'Ich', 'glaube', ',', 'ich', 'habe', 'Corona', '.', '\xa0']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
350	['Die', 'Erfüllung', 'dieser', 'Forderung', 'ist', 'Voraussetzung', 'dafür', ',', 'daß', 'ausländische', 'Ärzte', 'bei', 'uns', 'mit', 'Erfolg', 'wirken', 'können', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
106	['Die', 'Verkäuferin', ':', 'Hier', ',', 'Ihr', 'Bon', ',', 'bitte', '.']	['O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
113	['Erzieherinnen', 'und', 'Erzieher', ',', 'die', 'sich', 'um', 'unsere', 'Kinder', 'kümmern', ',', 'Menschen', ',', 'die', 'sich', 'um', 'unsere', 'Sicherheit', 'sorgen', ',', 'Männer', 'und', 'Frauen', 'aus', 'Gastronomie', ',', 'Handwerk', ',', 'Einzelhandel', ',', 'Pflegerinnen', 'und', 'Pfleger', ',', 'die', 'eben', 'nicht', 'immer', 'in', 'die', 'Städte', 'einpendeln', 'wollen', '.']	['B-PROF', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
794	['Was', 'machen', 'die', 'Frauen', ',', 'wenn', 'sie', 'mit', 'diesem', 'Schein', 'zu', 'einer', 'Ärztin', 'oder', 'zu', 'einem', 'Arzt', 'gehen', ',', 'der', 'ihnen', 'auf', 'Grund', 'des', 'neuen', 'Beratungsscheins', 'den', 'Abbruch', 'verwehrt', '?']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
657	['Dafür', 'werden', 'hochqualifizierte', 'Wissenschaftler', ',', 'Ärzte', 'und', 'Pflegekräfte', 'eingesetzt', ',', 'die', 'sowohl', 'Patienten', 'als', 'auch', 'wissenschaftlichen', 'Nachwuchs', 'und', 'auch', 'Drittmittel', 'anziehen', '.']	['O', 'O', 'O', 'B-PROF', 'O', 'B-PROF', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
678	['Herr', 'Kollege', 'Heyenn', ',', 'wenn', 'Sie', 'Beispiele', 'und', 'Vergleiche', 'vorlegen', ',', 'bei', 'denen', 'Sie', 'von', 'der', 'Sozialhilfe', 'und', 'dem', 'Arbeitslosengeld', 'reden', ',', 'wenn', 'Sie', 'dem', 'auf', 'der', 'anderen', 'Seite', 'die', 'notwendige', 'und', 'richtige', 'Einbindung', 'der', 'Bäuerinnen', 'in', 'eine', 'Alterssicherung', 'gegenüberstellen', 'und', 'dabei', 'auch', 'noch', 'hinsichtlich', 'der', 'rückwirkenden', 'Berechnung', 'bei', 'der', 'Rente', 'von', 'einem', 'sozialpolitischen', 'Tollhaus', 'sprechen', '-', 'so', 'hat', 'es', 'eine', 'Kollegin', 'von', 'Ihnen', 'gesagt', '-', ',', 'dann', 'haben', 'Sie', 'die', 'Rentenanpassung', 'Ost', 'noch', 'nicht', 'verinnerlicht', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
306	['darunter', 'waren', 'sogar', '20', '%', 'Mediziner', '.']	['O', 'O', 'O', 'O', 'O', 'B-PROF', 'O']
783	['Die', 'Verkäuferin', 'kommt', 'ihm', 'nach', 'und', 'sagt', ':']	['O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O']
479	['Die', 'Pflichten', 'zur', 'Rücknahme', 'schadstoffhaltiger', 'Produkte', 'durch', 'Hersteller', 'und', 'Verkäufer', 'müssen', 'verstärkt', 'werden', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
359	['Wir', 'möchten', 'den', 'Frauen', 'in', 'einfachen', 'Schichten', ',', 'der', 'Halbtagsarbeitskraft', ',', 'der', 'Verkäuferin', ',', 'der', 'jungen', 'Angestellten', 'helfen', ',', 'daß', 'sie', 'ihre', 'Aufgaben', 'als', 'Mutter', 'tatsächlich', 'erfüllen', 'können', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
224	['Dieses', 'Bäuerliche', 'Sozialwerk', 'als', 'Träger', 'aller', 'Maßnahmen', 'der', 'sozialen', 'Sicherung', 'wäre', 'auch', 'in', 'der', 'Lage', ',', 'die', 'dringend', 'benötigten', 'landwirtschaftlichen', 'Betriebshelfer', 'anzustellen', ',', 'die', 'dann', 'eingesetzt', 'werden', 'könnten', ',', 'wenn', 'der', 'Landwirt', ',', 'wenn', 'der', 'Bauer', 'oder', 'die', 'Bäuerin', 'wegen', 'Krankheit', ',', 'wegen', 'Erwerbsunfähigkeit', 'schlechthin', ',', 'wegen', 'Verschickung', 'zu', 'einem', 'Heilverfahren', 'oder', 'aus', 'anderen', 'Gründen', 'ausfällt', ',', 'arbeitsunfähig', 'wird', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'I-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
404	['Die', 'FDP', 'war', 'es', 'auch', ',', 'die', 'uns', 'im', 'Sachverständigenhearing', 'jenen', 'Sachverständigen', 'präsentiert', 'hat', ',', 'der', 'die', 'Meinung', 'vertritt', ',', 'daß', 'der', 'Hebammenberuf', 'in', 'Zukunft', 'überhaupt', 'entbehrlich', 'sei', 'und', 'man', 'mit', 'einer', 'fachlich', 'weitergebildeten', 'Krankenschwester', 'auskommen', 'könne', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O']
225	['Im', 'Durchschnitt', 'dürfte', 'ein', 'Arzt', 'als', 'Sanitätsoffizier', 'nur', 'etwa', 'die', 'Hälfte', 'bis', 'ein', 'Drittel', 'der', 'Bezüge', 'eines', 'freipraktizierenden', 'Arztes', 'haben', '.']	['O', 'O', 'O', 'O', 'B-PROF', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O']
157	['Zum', 'Schluss', 'möchte', 'ich', 'noch', 'einmal', 'klarstellen', ',', 'dass', 'wir', 'Gesetzentwürfen', ',', 'Änderungsanträgen', 'und', 'Anträgen', ',', 'die', 'deutsche', 'Hersteller', 'und', 'Verkäufer', 'im', 'gemeinsamen', 'Markt', 'der', 'Europäischen', 'Union', 'einseitig', 'belasten', ',', 'nicht', 'zustimmen', 'können', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
328	['Stabilitätspolitik', 'wird', 'nicht', 'gegen', ',', 'sondern', 'für', 'unsere', 'Landwirte', 'gemacht', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O']
779	['Deshalb', 'bin', 'ich', 'für', 'diese', 'Aktuelle', 'Stunde', 'sehr', 'dankbar', ',', 'weil', 'sie', 'noch', 'einmal', 'deutlich', 'macht', ',', 'daß', 'die', 'SPD', 'mit', 'ihren', 'gesundheitspolitischen', 'Vorstellungen', 'jedenfalls', 'bei', 'denen', ',', 'die', 'täglich', 'Dienst', 'für', 'die', 'Menschen', 'leisten', '-', 'Schwestern', ',', 'Pfleger', 'und', 'Ärzte', '-', ',', 'keinen', 'Rückhalt', 'hat', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'B-PROF', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O']
582	['Noch', 'immer', 'gehören', 'zu', 'den', 'begehrtesten', 'Mädchenberufen', 'Friseuse', ',', 'Sekretärin', ',', 'Verkäuferin', ',', 'Arzthelferin', 'und', 'ähnliche', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'B-PROF', 'O', 'B-PROF', 'O', 'B-PROF', 'O', 'O', 'O']
193	['Das', 'ist', 'die', 'Wahrheit', ',', 'und', 'das', 'sollten', 'Sie', 'Ihren', 'Bäuerinnen', 'und', 'Bauern', 'auch', 'sagen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'B-PROF', 'O', 'O', 'O']
53	['Die', 'Bürgerinnen', 'und', 'Bürger', 'meines', 'Wahlkreises', 'haben', 'mich', 'nicht', 'in', 'erster', 'Linie', 'als', 'Politikerin', 'in', 'dieses', 'Hohe', 'Haus', 'gewählt', ',', 'sondern', 'als', 'Ärztin', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O']
632	['Wenn', 'Sie', 'zur', 'Kenntnis', 'nehmen', ',', 'daß', 'sich', 'die', 'Ärzte', 'schon', 'heute', 'weigern', ',', 'Indikationen', 'zu', 'bescheinigen', ',', 'daß', 'die', 'Ärzte', 'sich', 'weigern', ',', 'Schwangerschaftsabbrüche', 'vorzunehmen', ',', 'und', 'daß', 'die', 'Frauen', 'auf', 'Grund', 'dieser', 'Tatsache', 'mehr', 'und', 'mehr', 'ins', 'Ausland', 'fahren', ',', 'wo', 'sie', 'u.', 'U.', 'einen', 'Schwangerschaftsabbruch', 'unter', 'sehr', 'entwürdigenden', 'Umständen', 'vornehmen', 'lassen', ',', 'dann', 'können', 'Sie', 'doch', 'nicht', 'billigend', 'in', 'Kauf', 'nehmen', ',', 'daß', 'dieses', 'Recht', 'jetzt', 'noch', 'verschärft', 'wird', ',', 'was', 'Sie', 'ja', 'tun', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
247	['Der', 'Mangel', 'an', 'ausgebildetem', 'Pflegepersonal', 'wird', 'von', 'ihr', 'auf', 'rund', '25', '000', 'bis', '30', '000', 'Personen', 'geschätzt', ',', 'von', 'denen', 'etwa', '70', '%', 'Krankenschwestern', 'und', '-pfleger', 'sein', 'werden', '.']	['O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'I-PROF', 'I-PROF', 'O', 'O', 'O']
410	"['So', 'ändert', 'sich', 'z.', 'B.', 'das', 'Wort', '„', 'Pfleger', '""', 'und', 'wird', 'durch', 'das', 'Wort', '„', 'Vertreter', '""', 'ersetzt', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O']
214	['Wir', 'brauchen', 'außerdem', 'unbedingt', 'eine', 'Verlängerung', 'der', 'Auszahlung', 'von', 'Arbeitslosengeld', '\xa0', 'I', ',', 'einen', 'monatlichen', 'Zuschlag', 'für', 'Menschen', 'in', 'Grundsicherung', 'und', 'eine', 'angemessene', 'Gehaltserhöhung', 'für', 'alle', 'Pflegerinnen', 'und', 'Pfleger', 'und', 'alle', 'anderen', 'im', 'Gesundheitswesen', ',', 'im', 'Einzelhandel', 'und', 'in', 'der', 'Logistik', ',', 'die', 'durch', 'die', 'Pandemie', 'doppelt', 'und', 'dreifach', 'belastet', 'werden', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
673	['Wir', 'haben', 'im', 'Prinzip', 'auch', 'gar', 'nichts', 'dagegen', ',', 'Geschenke', 'zu', 'verteilen', ',', 'und', 'zwar', 'dann', ',', 'wenn', 'Geschenke', 'finanziert', 'sind', ',', 'wenn', 'klar', 'ist', ',', 'wer', 'die', 'Rechnung', 'bezahlt', ',', 'vor', 'allem', 'aber', 'dann', ',', 'liebe', 'Bäuerin', 'Fuchtel', ',', 'wenn', 'nicht', 'gleichzeitig', 'die', 'einen', 'beschenkt', 'und', 'den', 'anderen', ',', 'denen', 'schon', 'heute', 'häufig', 'das', 'Notwendigste', 'fehlt', ',', 'weiter', 'genommen', 'werden', 'soll', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
718	['Meine', 'sehr', 'verehrten', 'Damen', 'und', 'Herren', ',', 'es', 'ist', 'mir', 'zu', 'billig', ',', 'wenn', 'die', 'SPD', 'hier', 'im', 'Bundestag', 'einen', 'Schaufensterantrag', 'stellt', ',', 'während', 'die', 'gleiche', 'SPD', 'dort', ',', 'wo', 'sie', 'Verantwortung', 'trägt', ',', 'die', 'Bauern', 'benachteiligt', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O']
707	['Wir', 'sind', 'für', 'die', 'tätigen', 'Landwirte', '.']	['O', 'O', 'O', 'O', 'O', 'B-PROF', 'O']
771	['Sobald', 'wir', 'in', 'der', 'Lage', 'waren', ',', 'durch', 'die', 'Subventionen', 'dem', 'deutschen', 'Landwirt', 'loco', 'Hof', 'das', 'Futter', 'zu', '210', 'DM', 'je', 'Tonne', 'zu', 'liefern', ',', 'konnte', 'er', 'auch', 'an', 'den', 'dann', 'tatsächlich', 'erfolgten', 'raschen', 'Wiederaufbau', 'der', 'deutschen', 'Schweinebestände', 'herangehen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
83	['Denken', 'Sie', 'vielleicht', 'an', 'die', 'Pflegerinnen', 'und', 'Pfleger', 'in', 'Krankenhäusern', 'und', 'Pflegeeinrichtungen', '?']	['O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O']
473	['Auch', 'die', 'Anpassung', 'an', 'die', 'EG-Richtlinien', 'und', 'das', 'europäische', 'Übereinkommen', 'vom', '25.', 'Oktober', '1967', 'über', 'die', 'Ausbildung', 'von', 'Krankenschwestern', 'und', 'Krankenpflegern', 'muß', 'endlich', 'vollzogen', 'werden', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O']
384	['Wenn', 'diese', 'Institute', 'einen', 'jungen', 'Arzt', 'ausgebildet', 'haben', ',', 'dann', 'sind', 'sie', 'froh', ',', 'wenn', 'sie', 'ihn', 'haben', ';']	['O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
605	['Die', 'Landwirte', 'im', 'Osten', 'Deutschlands', 'fordern', 'diese', 'Entscheidung', 'von', 'Tag', 'zu', 'Tag', 'eindringlicher', '.']	['O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
672	['Wie', 'bei', 'diesem', 'Tagesablauf', 'ein', 'geregeltes', 'Arbeitsverhältnis', 'zustande', 'kommen', 'soll', ',', 'bleibt', 'zu', 'fragen', ',', 'wenn', 'es', 'sich', 'nicht', 'um', 'eine', 'Krankenschwester', 'handelt', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O']
508	['Dieser', 'Bauer', ',', 'der', 'Natur', 'und', 'Umwelt', 'kostenlos', 'pflegt', ',', 'muß', 'einen', 'unangemessen', 'hohen', 'Anteil', 'seines', 'Einkommens', 'für', 'seine', 'soziale', 'Sicherung', 'ausgeben', '.']	['O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
620	['Betriebsbeginn', 'und', 'das', 'Vorhandensein', 'von', 'Liquidität', 'werden', 'ja', ',', 'wie', 'es', 'ein', 'Landwirt', 'formuliert', 'hat', ',', 'im', 'wesentlichen', 'vom', 'Naturrhythmus', 'bestimmt', 'und', 'nicht', 'vom', 'Gang', 'der', 'Verwaltung', 'und', 'Institutionen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
325	['Ist', 'die', 'Bundesregierung', 'der', 'Auffassung', ',', 'daß', 'das', 'Angebot', 'an', 'Ausbildungsplätzen', 'für', 'die', 'Arbeitsmediziner', 'ausreichen', 'wird', ',', 'um', 'zukünftig', 'nur', 'die', 'Mediziner', 'nach', 'dem', 'Betriebsärztegesetz', 'einsetzen', 'zu', 'können', ',', 'die', 'eine', 'Zusatzausbildung', 'in', 'Arbeitsmedizin', 'erfahren', 'haben', '?']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
270	['Nach', 'Auffassung', 'meiner', 'Fraktion', 'ist', 'es', 'unbedingt', 'erforderlich', ',', 'ein', 'Olympisches', 'Vierjahresprogramm', 'zur', 'Förderung', 'des', 'Leistungssports', 'aufzustellen', ',', 'd.', 'h.', 'ein', 'Programm', ',', 'das', 'die', 'intensive', 'Vorbereitung', 'unserer', 'Sportler', 'auf', 'die', 'Olympischen', 'Spiele', 'ermöglicht', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROF', 'O', 'O', 'O', 'O', 'O', 'O']
